City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,horta,38.5333,-28.6333,62.02,84,82,14.0,PT,1685225535
290,punta arenas,-53.15,-70.9167,41.11,75,75,18.41,CL,1685225313
291,lejanias,3.5251,-74.0216,75.2,95,90,1.59,CO,1685225536
292,crane,31.3974,-102.3501,82.02,46,86,23.15,US,1685225536
293,pedro ii,-4.4247,-41.4586,75.51,65,84,4.18,BR,1685225276
294,enid,36.3956,-97.8784,83.88,50,20,12.66,US,1685225304
295,lorengau,-2.0226,147.2712,83.34,78,29,10.49,PG,1685225538
296,pisco,-13.7,-76.2167,71.65,73,0,8.05,PE,1685225539
297,ulsteinvik,62.3432,5.8487,48.31,83,93,24.0,NO,1685225539
298,sault ste. marie,46.5168,-84.3333,79.09,27,0,5.75,CA,1685225540
299,ola,59.5833,151.2833,59.14,56,67,8.66,RU,1685225541
300,guerrero negro,27.9769,-114.0611,67.3,59,1,21.36,MX,1685225541
301,happy valley-goose bay,53.3168,-60.3315,48.51,49,20,17.27,CA,1685225542
302,matthew town,20.95,-73.6667,85.53,66,88,1.81,BS,1685225543
303,daru,-9.0763,143.2092,78.55,81,100,10.92,PG,1685225543
304,zyryanskoye,56.8306,86.6258,44.08,73,67,2.8,RU,1685225544
305,ancud,-41.8697,-73.8203,42.24,79,55,5.66,CL,1685225544
306,quibala,-10.7337,14.98,66.65,84,98,1.16,AO,1685225545
307,iquique,-20.2208,-70.1431,66.24,77,100,5.23,CL,1685225545
308,walvis bay,-22.9575,14.5053,56.08,86,1,1.57,NA,1685225546
309,las veredas,23.1388,-109.7075,88.97,51,20,21.85,MX,1685225546
310,andergrove,-21.0833,149.1833,58.64,52,0,8.66,AU,1685225547
311,panaba,21.2833,-88.2667,87.57,47,37,14.58,MX,1685225547
312,machico,32.7,-16.7667,67.71,78,20,2.3,PT,1685225471
313,estevan,49.1334,-102.9842,82.74,44,20,10.36,CA,1685225548
314,the pas,53.8251,-101.2541,64.42,55,0,9.22,CA,1685225549
315,huarmey,-10.0681,-78.1522,74.37,77,85,8.86,PE,1685225550
316,oneonta,42.4529,-75.0638,77.22,33,0,3.18,US,1685225551
317,dehdasht,30.7949,50.5646,79.2,21,27,4.99,IR,1685225552
318,hithadhoo,-0.6,73.0833,82.71,74,100,5.46,MV,1685225552
319,atafu village,-8.5421,-172.5159,84.34,73,15,13.65,TK,1685225552
320,kone,-21.0595,164.8658,74.17,59,0,1.72,NC,1685225553
321,mizan teferi,6.9833,35.5833,62.67,95,94,3.53,ET,1685225554
322,priob'ye,62.5206,65.5964,61.34,84,100,9.82,RU,1685225554
323,las tablas,7.7667,-80.2833,82.17,99,94,8.19,PA,1685225555
324,cherlak,54.155,74.8055,50.47,42,0,3.4,RU,1685225555
325,namibe,-15.1961,12.1522,68.02,73,0,8.14,AO,1685225556
326,kodiak,57.79,-152.4072,47.71,87,100,4.61,US,1685225556
327,bakanas,44.8081,76.2772,60.21,62,15,2.37,KZ,1685225558
328,recani,31.2846,-4.2688,73.04,35,2,9.19,MA,1685225558
329,manokwari,-0.8667,134.0833,79.21,73,98,4.47,ID,1685225559
330,sisimiut,66.9395,-53.6735,24.82,66,27,4.38,GL,1685225559
331,piti village,13.4626,144.6933,83.3,85,100,14.81,GU,1685225560
332,aykhal,66.0,111.5,42.58,90,87,5.03,RU,1685225560
333,djibo,14.1022,-1.6306,95.27,12,97,5.64,BF,1685225561
334,port blair,11.6667,92.75,82.81,79,92,8.61,IN,1685225561
335,ust-tsilma,65.441,52.1498,49.12,64,56,7.27,RU,1685225562
336,diapaga,12.0708,1.7889,94.26,36,76,5.26,BF,1685225563
337,san carlos del zulia,9.0,-71.9135,89.15,57,66,9.19,VE,1685225563
338,mount pearl,47.5166,-52.7813,46.74,84,75,16.11,CA,1685225564
339,burnie,-41.0667,145.9167,52.56,91,100,6.51,AU,1685225564
340,gornyy,55.1153,83.9059,42.01,85,37,5.79,RU,1685225565
341,dryden,49.7833,-92.7503,82.69,18,0,14.97,CA,1685225565
342,zapolyarnyy,69.4154,30.8136,40.28,45,72,9.42,RU,1685225565
343,kuqa,41.7278,82.9364,62.01,37,100,2.39,CN,1685225565
344,ghansor,22.65,79.95,81.19,41,8,1.95,IN,1685225566
345,rockford,42.2711,-89.094,77.47,17,75,8.05,US,1685224902
346,vylkove,45.4021,29.586,61.65,91,79,6.4,UA,1685225566
347,rio brilhante,-21.8019,-54.5464,76.3,67,31,1.48,BR,1685225495
348,gokak,16.1667,74.8333,76.71,67,0,10.16,IN,1685225567
349,isla vista,34.4133,-119.861,74.91,68,100,8.05,US,1685225567
350,robore,-18.3333,-59.75,74.21,88,97,4.18,BO,1685225568
351,minas de marcona,-15.2119,-75.1103,64.06,72,89,12.41,PE,1685225568
352,colonia,50.9333,6.95,61.03,61,0,5.75,DE,1685225369
353,fortuna,40.5982,-124.1573,59.67,87,75,12.66,US,1685225569
354,sooke,48.3746,-123.7276,71.24,60,49,32.21,CA,1685225569
355,yemetsk,63.4721,41.7941,42.28,61,58,5.39,RU,1685225569
356,vila franca do campo,37.7167,-25.4333,63.01,84,80,8.99,PT,1685225569
357,maughold,54.2988,-4.3184,52.68,87,100,12.41,IM,1685225570
358,lubango,-14.9172,13.4925,60.37,62,0,0.13,AO,1685225570
359,peniche,39.3558,-9.3811,64.11,91,95,6.93,PT,1685225571
360,carroll,39.5501,-77.0164,75.43,35,97,1.99,US,1685225571
361,sandakan,5.8402,118.1179,76.55,92,96,4.41,MY,1685225572
362,babolsar,36.7025,52.6576,73.31,72,9,8.28,IR,1685225572
363,coquimbo,-29.9533,-71.3436,60.53,82,0,6.91,CL,1685225573
364,alo,7.4178,6.7371,75.78,95,43,3.74,NG,1685225573
365,saint-francois,46.4154,3.9054,62.04,77,0,0.0,FR,1685225508
366,mossel bay,-34.1831,22.146,58.35,56,0,4.74,ZA,1685225574
367,launceston,-41.45,147.1667,53.15,92,40,11.5,AU,1685225574
368,jayapura,-2.5333,140.7,78.19,91,100,4.85,ID,1685225574
369,egilsstadir,65.2653,-14.3948,42.71,42,0,1.14,IS,1685225574
370,ad dabbah,18.05,30.95,95.07,14,0,8.52,SD,1685225575
371,flying fish cove,-10.4217,105.6791,78.48,83,75,12.66,CX,1685225575
372,amahai,-3.3333,128.9167,85.08,84,49,3.24,ID,1685225576
373,nemuro,43.3236,145.575,50.92,85,100,16.37,JP,1685225576
374,marsa alam,25.0757,34.8918,80.17,63,69,11.01,EG,1685225576
375,whakatane,-37.9585,176.9854,63.77,77,49,5.01,NZ,1685225331
376,kingston,17.997,-76.7936,87.24,76,93,4.0,JM,1685225321
377,okahandja,-21.9833,16.9167,61.02,42,9,0.49,NA,1685225577
378,el limon,10.3059,-67.6321,81.72,79,97,2.35,VE,1685225577
379,arendal,58.4615,8.7725,51.6,75,96,12.59,NO,1685225578
380,la mohammedia,36.6745,10.1563,65.5,57,1,1.57,TN,1685225578
381,papao,-17.75,-149.55,83.88,75,5,22.73,PF,1685225451
382,alto araguaia,-17.3147,-53.2153,71.83,53,22,3.42,BR,1685225446
383,keflavik,64.0049,-22.5624,44.51,75,75,18.41,IS,1685225579
384,saint-philippe,-21.3585,55.7679,72.99,83,90,14.18,RE,1685225579
385,tyukhtet,56.5389,89.3011,42.55,76,86,3.38,RU,1685225580
386,mwanza,-2.5167,32.9,72.88,58,85,8.34,TZ,1685225580
387,opuwo,-18.0607,13.84,65.23,49,25,4.18,NA,1685225580
388,mermoz boabab,14.7065,-17.4758,81.16,83,0,16.11,SN,1685225580
389,pechora,65.1472,57.2244,54.28,70,99,7.34,RU,1685225581
390,floro,61.5996,5.0328,48.24,76,75,24.16,NO,1685225581
391,camalu,30.85,-116.0667,66.25,63,0,16.13,MX,1685225581
392,beoumi,7.6736,-5.5764,79.41,78,87,8.48,CI,1685225582
393,necochea,-38.5473,-58.7368,48.56,69,73,10.51,AR,1685225582
394,taoudenni,22.6783,-3.9836,89.58,30,86,6.53,ML,1685225583
395,saipan,15.1355,145.701,83.1,100,40,18.41,MP,1685225584
396,arraial do cabo,-22.9661,-42.0278,72.75,90,9,14.32,BR,1685225365
397,cuyo,10.8525,121.0086,83.44,77,100,14.0,PH,1685225585
398,nabire,-3.3667,135.4833,77.32,89,100,3.87,ID,1685225586
399,alice springs,-23.7,133.8833,33.35,86,10,6.67,AU,1685225586
400,santyoku,37.4406,129.1708,66.31,90,100,6.4,KR,1685225587
401,amga,60.8953,131.9608,47.44,57,8,3.78,RU,1685225587
402,borogontsy,62.6683,131.1683,46.15,52,39,3.53,RU,1685225588
403,cockburn town,21.4612,-71.1419,82.09,84,26,13.24,TC,1685225588
404,mailag,7.9703,125.1375,73.17,97,100,2.68,PH,1685225589
405,lewiston orchards,46.3804,-116.9754,74.12,51,75,9.22,US,1685225590
406,grand falls-windsor,48.9332,-55.6649,40.73,94,100,13.78,CA,1685225452
407,priladozhskiy,59.85,31.4833,43.54,1,2,6.69,RU,1685225590
408,zungeru,9.8128,6.1558,83.98,68,82,4.76,NG,1685225591
409,xixiang,35.1628,112.865,64.49,94,100,0.34,CN,1685225591
410,utraula,27.3167,82.4167,79.65,57,0,4.65,IN,1685225592
411,port-vila,-17.7338,168.3219,80.2,61,20,2.3,VU,1685225593
412,mthatha,-31.5889,28.7844,49.41,54,0,5.3,ZA,1685225593
413,juankoski,63.0667,28.35,45.25,63,15,5.23,FI,1685225593
414,ribeira brava,32.65,-17.0667,67.71,78,48,5.75,PT,1685225594
415,menongue,-14.6585,17.691,65.82,48,87,3.0,AO,1685225595
416,kyshtovka,56.555,76.6271,47.52,53,28,4.52,RU,1685225595
417,sinabang,2.4803,96.3801,79.61,83,22,5.48,ID,1685225596
418,cascais,38.6979,-9.4215,65.52,83,5,10.0,PT,1685225577
419,campbellton,48.0075,-66.6727,69.48,57,10,4.03,CA,1685225453
420,tomatlan,19.9333,-105.25,93.15,36,0,10.94,MX,1685225471
421,talodi,10.6325,30.3797,89.58,37,41,10.78,SD,1685225598
422,slyudyanka,51.6594,103.7061,43.02,90,98,1.88,RU,1685225599
423,isangel,-19.55,169.2667,77.11,78,40,0.0,VU,1685225599
424,gracemere,-23.4333,150.45,53.51,62,0,4.61,AU,1685225600
425,chinde,26.8418,88.0763,59.27,83,64,4.63,NP,1685225600
426,prado,-17.3411,-39.2208,71.76,88,2,6.4,BR,1685225469
427,monrovia,6.3005,-10.7969,82.17,86,100,6.98,LR,1685225601
428,sao felix do xingu,-6.6447,-51.995,78.8,77,40,2.68,BR,1685225393
429,wanning,18.8003,110.3967,79.97,88,38,3.8,CN,1685225602
430,ghat,24.9647,10.1728,77.9,19,82,5.86,LY,1685225603
431,uryupinsk,50.8047,42.0138,61.61,96,100,8.63,RU,1685225604
432,island harbour,50.724,-1.2758,55.33,89,14,8.99,GB,1685225604
433,yongchuan,29.3514,105.8947,69.78,97,100,3.94,CN,1685225605
434,inhambane,-23.865,35.3833,68.38,78,100,5.39,MZ,1685225605
435,acarau,-2.8856,-40.12,79.14,87,14,11.65,BR,1685225468
436,callao,-12.0667,-77.15,75.72,73,100,11.5,PE,1685225607
437,plettenberg bay,-34.0527,23.3716,55.76,46,0,4.12,ZA,1685225607
438,aksu,41.1231,80.2644,61.07,53,98,2.13,CN,1685225608
439,mont-laurier,46.5501,-75.4993,82.02,42,3,7.36,CA,1685225609
440,howard springs,-12.497,131.047,64.81,48,39,8.3,AU,1685225609
441,dhuusamarreeb,5.535,46.3861,78.15,60,71,16.49,SO,1685225609
442,bria,6.5423,21.9863,69.28,97,100,5.97,CF,1685225610
443,montluel,45.85,5.05,68.34,66,0,8.05,FR,1685225611
444,la sarre,48.8002,-79.1996,76.17,46,9,9.93,CA,1685225611
445,brigantine,39.4101,-74.3646,68.2,45,0,10.36,US,1685225612
446,susuman,62.7833,148.1667,41.59,53,13,2.48,RU,1685225339
447,blaubeuren,48.4122,9.7843,57.31,84,0,6.53,DE,1685225613
448,holly springs,35.6513,-78.8336,59.99,92,100,7.0,US,1685225568
449,igrim,63.1906,64.4162,63.05,80,100,7.9,RU,1685225614
450,ta`u,-14.2336,-169.5144,82.96,75,64,10.31,AS,1685225614
451,kalmunai,7.4167,81.8167,81.28,81,10,4.05,LK,1685225615
452,castillos,-34.1667,-53.8333,52.75,55,89,12.66,UY,1685225615
453,jasper,37.2001,-94.3502,79.95,35,0,8.05,US,1685225616
454,kapuskasing,49.4169,-82.4331,87.8,19,0,17.27,CA,1685225616
455,tamanrasset,22.785,5.5228,80.51,13,0,6.91,DZ,1685225617
456,marsh harbour,26.5412,-77.0636,82.58,64,3,7.29,BS,1685225617
457,hadibu,12.65,54.0333,85.3,72,33,8.86,YE,1685225618
458,golfito,8.639,-83.166,83.98,78,90,3.62,CR,1685225619
459,juhaynah,26.6732,31.4976,80.92,40,94,12.93,EG,1685225619
460,pathein,16.7833,94.7333,80.69,82,22,6.44,MM,1685225620
461,palu,-0.8917,119.8707,75.6,96,92,2.84,ID,1685225621
462,colchani,-20.3,-66.9333,45.5,33,100,2.95,BO,1685225621
463,punta del este,-34.9667,-54.95,55.51,64,75,15.01,UY,1685225510
464,colares,38.7992,-9.4469,65.34,83,13,10.0,PT,1685225622
465,yigo village,13.5361,144.8886,81.73,85,100,15.86,GU,1685225623
466,hola,51.5377,23.1902,49.82,82,37,6.62,PL,1685225623
467,amalapuram,16.5833,82.0167,82.2,83,4,3.11,IN,1685225624
468,borgarnes,64.5383,-21.9206,44.82,81,82,11.59,IS,1685225624
469,lingyuan,41.24,119.4011,60.73,75,94,2.21,CN,1685225625
470,sandpoint,48.2766,-116.5533,71.85,65,78,1.99,US,1685225625
471,kurchatov,51.6601,35.6521,59.41,87,88,10.98,RU,1685225625
472,vostochnyy,55.8167,37.8667,54.7,63,54,11.01,RU,1685225626
473,vicente guerrero,19.1194,-98.1708,70.99,26,46,7.85,MX,1685225626
474,grand rapids,42.9634,-85.6681,77.41,26,75,5.75,US,1685225473
475,salekhard,66.53,66.6019,50.74,75,100,17.56,RU,1685225626
476,hagere maryam,5.6333,38.2333,56.68,95,100,4.21,ET,1685225627
477,vila velha,-20.3297,-40.2925,72.95,91,0,3.44,BR,1685225551
478,gbadolite,4.2833,21.0167,69.37,97,97,1.14,CD,1685225627
479,ar rutbah,33.0381,40.2848,82.51,16,100,13.42,IQ,1685225628
480,tutoia,-2.7619,-42.2744,79.12,86,25,5.35,BR,1685225628
481,gagliano del capo,39.8442,18.3695,64.81,78,0,11.7,IT,1685225629
482,juba,4.8517,31.5825,74.32,79,95,3.76,SS,1685225602
483,vorkuta,67.5,64.0,50.76,90,100,4.12,RU,1685225629
484,dzhambeyty,50.2536,52.595,70.54,29,97,8.5,KZ,1685225630
485,fort bragg,35.139,-79.006,61.2,95,100,20.71,US,1685225630
486,hami,42.8,93.45,68.23,19,51,5.82,CN,1685225631
487,oum hadjer,13.2954,19.6966,96.82,23,61,5.23,TD,1685225631
488,geraldton,-28.7667,114.6,43.21,70,100,0.0,AU,1685225586
489,kota kinabalu,5.9749,116.0724,76.98,88,20,3.44,MY,1685225632
490,zwedru,6.0667,-8.1281,74.43,99,100,3.2,LR,1685225633
491,illizi,26.4833,8.4667,76.8,19,73,7.76,DZ,1685225634
492,pangai,-19.8,-174.35,77.76,83,10,20.42,TO,1685225634
493,kholmsk,47.0511,142.0569,51.96,96,100,12.59,RU,1685225634
494,grangemouth,56.0114,-3.7218,52.99,74,4,5.01,GB,1685225635
495,willard,41.0531,-82.7263,74.98,28,100,10.42,US,1685225635
496,huaiyuan chengguanzhen,32.9589,117.1657,76.14,92,1,1.95,CN,1685225636
497,yazman,29.1212,71.7446,89.19,43,41,13.53,PK,1685225636
498,pizarro,4.9533,-77.366,83.26,78,64,7.9,CO,1685225636
499,jurilovca,44.7667,28.8667,61.03,87,82,9.82,RO,1685225636
500,taulaga,-11.0553,-171.0883,83.57,75,10,11.54,AS,1685225637
501,dirba,30.0667,75.9833,83.17,43,2,4.03,IN,1685225637
502,el porvenir,13.7617,-87.3458,88.93,55,97,2.15,HN,1685225637
503,severo-yeniseyskiy,60.3725,93.0408,34.77,87,45,3.27,RU,1685225638
504,zalingei,12.9096,23.4741,86.92,29,75,2.48,SD,1685225638
505,la union,-5.4,-80.75,85.46,51,80,15.41,PE,1685225639
506,ende,-8.8432,121.6623,74.08,85,79,5.35,ID,1685225639
507,mahanoro,-19.9,48.8,71.53,86,89,3.98,MG,1685225639
508,pauini,-7.7136,-66.9764,78.13,92,96,3.0,BR,1685225640
509,kassala,15.451,36.4,93.04,33,75,14.12,SD,1685225640
510,remontnoye,46.5614,43.6501,62.46,87,33,5.77,RU,1685225640
511,taquara,-29.6506,-50.7806,66.78,96,100,5.32,BR,1685225640
512,shakawe,-18.3667,21.85,63.59,33,27,3.33,BW,1685225641
513,hongjiang,27.11,109.9956,76.21,89,20,3.36,CN,1685225641
514,chistyye bory,58.3647,41.6278,50.31,83,88,8.59,RU,1685225649
515,tofol,5.3248,163.0078,80.91,82,99,17.94,FM,1685225650
516,eenhana,-17.4667,16.3333,70.86,40,36,5.28,NA,1685225650
517,kabompo,-13.5927,24.2008,57.7,42,1,5.01,ZM,1685225651
518,icano,-28.9193,-65.3282,52.7,69,100,3.96,AR,1685225651
519,bodaybo,57.8506,114.1933,44.96,60,96,0.45,RU,1685225652
520,kailua-kona,19.6406,-155.9956,82.51,75,0,10.36,US,1685225652
521,broome,42.2506,-75.833,79.18,29,0,6.91,US,1685225653
522,wainwright,52.839,-110.8572,68.83,47,100,12.91,CA,1685225654
523,nam som,17.7704,102.1895,76.42,88,99,2.33,TH,1685225655
524,chhor,25.5167,69.7667,84.97,70,69,15.5,PK,1685225655
525,santa cruz del sur,20.7147,-77.9956,84.13,69,14,7.23,CU,1685225656
526,santana,-0.0583,-51.1817,80.78,94,75,2.3,BR,1685225530
527,salamanca,40.8333,-6.0,56.98,94,100,4.25,ES,1685225656
528,kokpekty,48.75,82.4,42.39,53,75,6.89,KZ,1685225657
529,cobija,-11.0267,-68.7692,76.37,96,99,1.45,BO,1685225657
530,tromso,69.6496,18.957,41.02,87,100,3.44,NO,1685225658
531,diyarbakir,37.9158,40.2189,62.58,55,0,3.44,TR,1685225658
532,taltal,-25.4,-70.4833,63.88,79,40,4.03,CL,1685225659
533,hastings,50.8552,0.5729,52.52,42,30,12.77,GB,1685225452
534,gorontalo,0.5412,123.0595,75.81,93,98,3.96,ID,1685225659
535,namikupa,-10.8333,39.6,63.21,95,1,2.06,TZ,1685225660
536,beidao,34.5686,105.8933,58.15,89,100,2.08,CN,1685225660
537,tejen,37.3834,60.5054,79.34,14,100,7.07,TM,1685225661
538,hammerfest,70.6634,23.6821,45.05,57,0,6.91,NO,1685225661
539,hanceville,34.0607,-86.7675,80.17,53,4,4.88,US,1685225646
540,barranca,-10.75,-77.7667,72.37,78,77,8.37,PE,1685225526
541,tralee,52.2704,-9.7026,51.53,94,29,3.38,IE,1685225662
542,sint michiel liber,12.15,-68.9833,84.02,79,20,11.5,CW,1685225663
543,waddan,29.1614,16.139,70.39,45,0,6.91,LY,1685225663
544,gorom-gorom,14.4439,-0.2361,95.18,12,84,4.81,BF,1685225664
545,lichinga,-13.3128,35.2406,57.29,88,0,6.91,MZ,1685225664
546,shadegan,30.6497,48.6647,84.15,16,60,10.76,IR,1685225665
547,al awjam,26.5632,49.9433,84.31,34,0,0.0,SA,1685225665
548,camiri,-20.05,-63.5167,67.01,97,98,4.68,BO,1685225666
549,lensk,60.7253,114.9278,46.11,78,100,3.15,RU,1685225667
550,kourou,5.1552,-52.6478,77.05,86,93,4.97,GF,1685225667
551,spasskoye,44.6108,132.7969,57.11,91,90,8.99,RU,1685225668
552,laojunmiao,39.8333,97.7333,51.03,42,100,7.52,CN,1685225668
553,sorong,-0.8833,131.25,77.0,86,91,11.95,ID,1685225669
554,aripuana,-9.1667,-60.6333,83.32,55,51,0.67,BR,1685225669
555,sao tome,0.3365,6.7273,79.63,85,100,12.1,ST,1685225669
556,puquio,-14.7,-74.1333,54.9,60,100,3.67,PE,1685225670
557,massawa,15.6097,39.45,89.49,71,91,1.77,ER,1685225670
558,gassol,8.5333,10.4667,80.91,72,31,6.64,NG,1685225671
559,rajin,42.2489,130.3003,63.21,69,99,3.49,KP,1685225671
560,severoural'sk,60.1533,59.952,61.0,83,100,3.29,RU,1685225672
561,essaouira,31.5125,-9.77,65.7,77,40,2.3,MA,1685225673
562,antibes,43.5624,7.1278,72.14,66,0,3.44,FR,1685225673
563,san ignacio,17.1561,-89.0714,93.34,46,40,4.61,BZ,1685225674
564,kristiansund,63.1115,7.732,48.25,66,40,17.27,NO,1685225674
565,dzhalagash,45.0833,64.6667,69.53,30,0,11.21,KZ,1685225675
566,aginskoye,51.1,114.53,45.32,59,63,1.61,RU,1685225675
567,polyarnyy,69.1989,33.4478,43.21,54,34,10.38,RU,1685225676
568,likisa,-8.6695,125.6875,59.4,85,16,4.61,TL,1685225677
569,san julian,21.0167,-102.1667,82.02,24,67,15.61,MX,1685225677
570,torghay,49.6339,63.4981,61.86,34,9,6.58,KZ,1685225678
571,winslow,35.0242,-110.6974,84.38,8,0,19.57,US,1685225650
572,tangalle,6.024,80.7911,80.76,85,8,11.92,LK,1685225679
573,barah,13.7,30.3667,91.72,29,47,6.89,SD,1685225679
574,temirgoyevskaya,45.1141,40.2803,59.83,91,0,1.48,RU,1685225680
575,saldanha,-33.0117,17.9442,44.65,75,0,3.98,ZA,1685225680
576,al ghayzah,16.2079,52.176,83.71,78,1,9.17,YE,1685225681
577,santa ana,33.7456,-117.8678,79.65,62,75,11.5,US,1685225622
578,cockermouth,54.6621,-3.3609,55.62,80,100,3.0,GB,1685225682
579,chandler,33.3062,-111.8412,97.63,11,0,9.22,US,1685225682
